pk_UUID,Pure_IUPAC_name,Pure_Molecular_Weight,Pure_Molecular_Formula,Pure_CAS,Pure_Synonyms,Pure_LFL_LEL,Pure_UFL_UEL,Pure_Flash_Point,Pure_Flash_Point_Measured,Pure_Autoignition_Temp,Pure_Peroxide Former,Pure_Rat_ Oral_LD50,Pure_OSHA_Categories,Pure_Comments,Pure_Melting_Point,Pure_Measured_or_predicted_melting_point,Pure_Source_melting_point,Pure_Boiling_Point,Pure_Measured_or_predicted_boiling_point,Pure_Source_boiling_point,Pure_Density,Pure_Density_units,Pure_Density_Temp,Pure_source_density,Pure_Density_Measured,Pure_Viscosity,Pure_viscosity_units,Pure_viscosity_Temp,Pure_Viscosity_source,Pure_Heat_of_Vaporization,Pure_HoV_units,Pure_HoV_temperature,Pure_HoV_source,Pure_Heat_of_Vaporization_kg,Pure_Vapor_Pressure,Pure_vapor_pressure_units,Pure_temperature_vapor_pressure,Pure_source_vapor_pressure,Pure_DVPE,Pure_LHV,Pure_LHV_units,Pure_source_LHV,Pure_LHV_volume,Pure_Critical Pressure,Pure_Critical_Temperature,Pure_Acentric_Factor,Pure_Lubricity,Pure_Corrosion,Pure_Stability,Pure_Surface_Tension,Pure_Surface_Tension_Test_Temp,Pure_PMI,Pure_MON,Pure_source_MON,Pure_RON,Pure_source_RON,Pure_DCN,Pure_measured_or_predicted_DCN,Pure_source_DCN,Pure_Water_Solubility,Pure_water_solubility_units,Pure_measured_or_predicted_water_solubility,Pure_temperature_water_solubility,Pure_source_water_solubility,Pure_Dispersion,Pure_Polarity,Pure_Hydrogen_Bonding,Pure_Supplier,Univ_Carbon_Weight,Univ_Hydrogen_Weight,Univ_Oxygen_Weight,Univ_Sulfur,Univ_Nitrogen,Univ_source_CHNSO,Pure_Stoichiometric Air to Fuel Ratio,Pure_HOV to Stoichiometric Air to Fuel Ratio,------------------------,Blend_Name,Blend_Primary Component,Blend_Secondary Component,Blend_Other Components,Blend component primary CAS,Blend component secondary CAS,Blend_component other CAS,Blend_Peroxide Former,Blend_Flash point,Blend_Cloud Point,Blend_Cloud_Point_Other,Blend_Predicted Cloud Point,Blend_Density,Blend_Density Units,Blend_Density Temperature,Blend_Density Source,Blend_viscosity,Blend_viscosity_units,Blend_viscosity_temp,Blend_viscosity_source,Blend_HoV,Blend_HoV_units,Blend_HoV_temp,Blend_HoV_source,Blend_DVPE,Blend_DVPE_units,Blend_DVPE_temp,Blend_DVPE_source,Blend_LHV,Blend_LHV_units,Blend_LHV_source,Blend_Peroxide Value,Blend_Peroxide Value Other,Blend_Acid Value,Blend_acid value other,Blend_MON,Blend_source MON blend,Blend_MON1,Blend_MON2,Blend_MON3,Blend_MON1_percent,Blend_MON2_percent,Blend_MON3_percent,Blend_MON_Source,Blend_RON,Blend_Source RON blend,Blend_RON1,Blend_RON2,Blend_RON3,Blend_RON1_percent,Blend_RON2_percent,Blend_RON3_percent,Blend_RON_Source,Blends_DNC,Blends_DNC_Source,Blend_PMI,Blend_Source PMI blend,Blend_measured_or_predicted_YSI,Blend_YSI,Blend_Source YSI blend,Blend_Oxidation Stability,Blend_Ox stab other,Blend_Themal Stability,Blend_thermal stability other,Blend_Corrosion_Other,Blend_Corrosion,Blend_Comments,___Identifier,CAS_filtered,CAS_Blend_list,Distillation curve IBP,Distillation T5,Distillation T10,Distillation T15,Distillation T20,Distillation T30,Distillation T40,Distillation T50,Distillation T60,Distillation T70,Distillation T80,Distillation T90,Distillation T95,Distillation FBP,Distallation_Source,Recovered,Residue,Loss,concat_name_cas2,concat_description,Pure_Functional_group,Pure_Lubricity_Comments,Pure_PMI_Comments,Pure_Surface_Tension_Comments,Pure_BioCompatability,Pure_BioCompatability_Comments,Blends_CAS_Primary_filtered,Blends_CAS_Secondary_filtered,Blends_CAS_Other_filtered,Pure_Blending Octane Information Ron,Pure_Blending Octane Information Mon,Blends_Fuel_Blends_search,Blend_Stoichiometric Air to Fuel Ratio,Blend_HOV to Stoichiometric Air to Fuel Ratio
"9A7D4A0E-A14F-46BA-B550-EFF0907B3B36","3-hexanone","100.16","C6H12O","589-38-8","Ethyl propyl ketone","","","15","Measured","","","2901","2","No serious warnings","-55.5","Measured","Scifinder","123.5","Measured","Scifinder",".8216","g/cm3","20","NIST website","Measured","","","","","41.8","","25","Chickos and Acree, 2003","417.33","1.61","","","ChemSpider Predicted/ ACD Labs","","34.83","","NIST website","28.61","3.32","583",".38","","","","24","",".30688","","","101.9","LBNL, WO #74402","26.6","Predicted","Dahmen and Marquardt Energy Fuels 2015, 29, 5781 5801","14700","","Measured","25","Yalkowsky, 1992","15.74","6.68","4.08","Sigma, 100g: $112","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pure Compounds","589388","","","","","","","","","","","","","","","","","","","","3-hexanone","IUPAC Name:	3-hexanoneIUPAC Name:	3-hexanoneIUPAC Name:	3-hexanoneIUPAC Name:	3-hexanone","ketone","","Yaws, C.L. Yaws' Handbook of Thermodynamic and Physical Properties of Chemical Compounds: Physical, Thermodynamic and Transport Properties for 5,000 Organic Chemical Compounds. McGraw-Hill, 2003","ChemSpider Predicted/ ACD Labs","No issues predicted","","","","","","","","",""
"34E67139-6AFA-42CC-BD2C-F8FAAFDF1DE0","3E-hexene (trans)","84.16","C6H12","13269-52-8","","","","-12.2","Predicted","","","","1","Aspiration","-115.4","Measured","Scifinder","67.1","Measured","Scifinder",".6779","g/cm3","20","Scifinder","measured","","","","","29.5","","","ChemSpider Predicted/ ACD Labs, cis isomer","350.52","22.39","","25","ChemSpider Predicted/ ACD Labs, cis isomer","","","","","","","","","","","","20.6","","","80","API Report","94","API Report","","","","88.53","","Predicted","25","ChemSpider/ EPI Suite, cis isomer","15.47","2.2","3.2","Sigma, 5g: $161.50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pure Compounds","13269528","","","","","","","","","","","","","","","","","","","","3E-hexene (trans)","IUPAC Name:	3E-hexene (trans)IUPAC Name:	3E-hexene (trans)IUPAC Name:	3E-hexene (trans)IUPAC Name:	3E-hexene (trans)","alkene","","","ChemSpider Predicted/ ACD Labs, cis isomer","No issues predicted","","","","","","","","",""
"F5510978-D7B6-4CE8-87F1-29E3946F129C","4-methyl-1-(1-methylethyl)-cyclohexene","138.25","C10H18","500-00-5","3-menthene","","","43.3","Predicted","","","","","No information available","-42.0","Predicted","EPI Suite Chemspider","167","measured","Scifinder",".823","g/cm3","0","Scifinder","measured","","","","","39.3","","","Predicted ACD labs Chemspider","284.267631","0.27","","25","Predicted ACD labs Chemspider","","","","","","","","","","","","25.3","","","","","","","","","","1.84","","Predicted","25","EPI Suite Chemspider","","","","FCH Group Reagents, request quote","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pure Compounds","500005","","","","","","","","","","","","","","","","","","","","4-methyl-1-(1-methylethyl)-cyclohexene","IUPAC Name:	4-methyl-1-(1-methylethyl)-cyclohexeneIUPAC Name:	4-methyl-1-(1-methylethyl)-cyclohexeneIUPAC Name:	4-methyl-1-(1-methylethyl)-cyclohexeneIUPAC Name:	4-methyl-1-(1-methylethyl)-cyclohexene","alkene","","","Predicted ACD labs Chemspider","","","","","","","","","",""
"02B89CBF-DB73-4C6A-9860-0026273FD2BA","3-methyl-2(3H)-furanone","98.1","C5H6O2","25414-24-8","","","","","","","","","","No information available","","","No MP data available","240.5","predicted","Scifinder","1.095","g/cm3","20","Scifinder","predicted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FCH Group Reagents, request quote","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pure Compounds","25414248","","","","","","","","","","","","","","","","","","","","3-methyl-2(3H)-furanone","IUPAC Name:	3-methyl-2(3H)-furanoneIUPAC Name:	3-methyl-2(3H)-furanoneIUPAC Name:	3-methyl-2(3H)-furanoneIUPAC Name:	3-methyl-2(3H)-furanone","cyclic ester","","","","","","","","","","","","",""
"58B637E7-76A4-42DC-B144-6A7F24ADEFEB","3-methyl-2-buten-1-ol","86.13","C5H10O","556-82-1","Prenol","2.7","16.3","43","Measured","305","No","810","2","No serious warnings","-59.3","Predicted","Chemspider, EPI Suite","140","measured","Scifinder",".8689","g/cm3","21","Scifinder","measured","3.5","","25","Pub Chem","44.1","","","ACD labs predicted, Chemspider","512.01","0.19","","20","Sigma Aldrich MSDS","","","","","","","","","","","","26.4","","","","","94.3","Southwest Research Institute, NREL","","","","40940","","Predicted","25","EPI Suite Chemspider","","","","Sigma, 1Kg: $65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pure Compounds","556821","","","","","","","","","","","","","","","","","","","","3-methyl-2-buten-1-ol","IUPAC Name:	3-methyl-2-buten-1-olIUPAC Name:	3-methyl-2-buten-1-olIUPAC Name:	3-methyl-2-buten-1-olIUPAC Name:	3-methyl-2-buten-1-ol","alcohol alkene","","","ACD labs predicted, Chemspider","","","","","","","","","",""
"0647F108-C506-4082-AE81-02AD47517273","3-methylhexane","100.2","C7H16","589-34-4","2-Ethylpentane","","","-1","Measured","","","","1","Aspiration, toxic to aquatic life with long lasting effects","-119","Measured","Scifinder","91","Measured","Scifinder",".684","g/cm3","19","Scifinder","Measured","","","","","30.9","","","ChemSpider Predicted/ ACD Labs","308.38","8.39","","","ChemSpider Predicted/ ACD Labs","","","","","","","","","","","","20.7","","","56","API Report","52","API Report","42","Measured","Jameel, A.G.A.; Naser, N.; Emwas, A.; Dooley, S.; Sarathy, S.M. (2016). ""Predicting Fuel Ignition quality Using 1H NMR Spectroscopy and Multiple Linear Regression."" Energy Fuels (30:11); pp. 9819–9835. http://dx.doi.org/10.1021/acs.energyfuels.6b01690 ","4.95","","Measured","25","Yalkowsky, 1992","14.94","0.1","0.1","Sigma, 25g: $387.50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pure Compounds","589344","","","","","","","","","","","","","","","","","","","","3-methylhexane","IUPAC Name:	3-methylhexaneIUPAC Name:	3-methylhexaneIUPAC Name:	3-methylhexaneIUPAC Name:	3-methylhexane","alkane","","","ChemSpider Predicted/ ACD Labs","No issues predicted","","","","","","","","",""
"3D90F019-D30C-4DC1-9343-ABB03956FC88","3-methylnonane","142.28","C10H22","5911-04-6","","","","38.9","Predicted","","","","2","No serious warnings","-84.8","Measured","Scifinder","167.9","Measured","Scifinder",".7354","g/cm3","20","Scifinder","Measured","","","","","38.3","","","ChemSpider Predicted/ ACD Labs","269.18",".29","","25","ChemSpider Predicted/ ACD Labs","","","","","","","","","","","","23.6","","","-44.2","Predicted Ind. Eng. Chem. Res. 2003, 42, 657-662","-19.2","Predicted Ind. Eng. Chem. Res. 2003, 42, 657-662","58.2","Predicted","Dahmen and Marquardt Energy Fuels 2015, 29, 5781 5801","0.8985","","Predicted","25","ChemSpider/ EPI Suite","15.46","0.1","0.1","Sigma, 5g: $1001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pure Compounds","5911046","","","","","","","","","","","","","","","","","","","","3-methylnonane","IUPAC Name:	3-methylnonaneIUPAC Name:	3-methylnonaneIUPAC Name:	3-methylnonaneIUPAC Name:	3-methylnonane","alkane","","","ChemSpider Predicted/ ACD Labs","No issues predicted","","","","","","","","",""
"704C923D-4115-4C82-8817-3B4B2083DD58","3-methyloctane","128.26","C9H20","2216-33-3","Isononane","","","32","Measured","","No","","1","Aspiration","-107.6","Measured","Scifinder","144.2","Measured","Scifinder",".714","g/cm3","27","Scifinder","Measured","","","","","36.5","","","ChemSpider Predicted/ ACD Labs","284.57",".89","","25","ChemSpider Predicted/ ACD Labs","","","","","","","","","","","","22.8","","","-6.2","Predicted Ind. Eng. Chem. Res. 2003, 42, 657-662","-1","Predicted Ind. Eng. Chem. Res. 2003, 42, 657-662","52.3","Predicted","Dahmen and Marquardt Energy Fuels 2015, 29, 5781 5801","2.691","","Predicted","25","ChemSpider/ EPI Suite","15.34","0.1","0.1","TCI, 5 mL: $400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pure Compounds","2216333","","","","","","","","","","","","","","","","","","","","3-methyloctane","IUPAC Name:	3-methyloctaneIUPAC Name:	3-methyloctaneIUPAC Name:	3-methyloctaneIUPAC Name:	3-methyloctane","alkane","","","ChemSpider Predicted/ ACD labs","No issues predicted","","","","","","","","",""
"7DE514DD-D1B0-4060-85B4-AED7A9AE2F52","3-Pentanol","88.15","C5H12O","584-02-1","sec-Pentanol, 3-Pentyl alcohol, sec- Amyl alcohol, Diethyl carbinol","1.2","10.5","33","Measured","360","","1870","2","No serious warnings","-8","Measured","Scifinder","116","Measured","Scifinder","0.8207","g/cm3","20","Scifinder","Measured","8.13","","20","Pubchem","41.2","","25","Predicted/ ACD Labs","467.38",".8","","20","Pubchem","","","","","","","","","","","","25.7","","","","","","","","","","51500","","Measured","25","Yalkowsky 1992","15.73","5.56","11.18","Sigma, 500mL: $234.50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pure Compounds","584021","","","","","","","","","","","","","","","","","","","","3-Pentanol","IUPAC Name:	3-PentanolIUPAC Name:	3-PentanolIUPAC Name:	3-PentanolIUPAC Name:	3-Pentanol","alcohol","","","Predicted/ ACD Labs","No issues predicted","","","","","","","","",""
"C68E7BFF-8CB1-481B-93F6-207D75C1B9D9","3-Pentanone","86.13","C5H10O","96-22-0","Diethyl ketone","1.6","6.4","7","Measured","450","","2140","2","No serious warnings","-39","Measured","Scifinder","101.9","Measured","Scifinder",".8101","g/cm3","25","NIST website","Measured","","","","","38.6","","25","Chickos and Acree, 2003. Enthalpies of Vaporization of Organic and Organometallic Compounds","448.15","2","","20","Pubchem","","33.43","","NIST website","27.08","3.74","561.",".345","","","","24.7","25",".1798","99.9","SNL Intertek Report 2017-SANF-000229 ","106.8","LBNL, WO #74402","9.7","Measured","NREL, December 2015, NB 6133-066","45900","","Measured","25","Pubchem, Yalkowsky 1992","15.8","7.6","4.7","Sigma, 1L: $149.50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pure Compounds","96220","","","","","","","","","","","","","","","","","","","","3-Pentanone","IUPAC Name:	3-PentanoneIUPAC Name:	3-PentanoneIUPAC Name:	3-PentanoneIUPAC Name:	3-Pentanone","ketone","","Yaws, C.L. Yaws' Handbook of Thermodynamic and Physical Properties of Chemical Compounds: Physical, Thermodynamic and Transport Properties for 5,000 Organic Chemical Compounds. McGraw-Hill, 2003","Pub Chem","No issues predicted","","","","","","","","",""
"7804FF3F-BEA7-477C-BEEA-4F908F6CC1D3","4-heptanol","116.2","C7H16O","589-55-9","Dipropylcarbinol","","","48","Measured","","","","3","No serious warnings","-41.2","measured","Scifinder","156","measured","Scifinder",".8183","g/cm3","20","Scifinder","measured","","","","","46.3","","","ChemSpider Predicted/ ACD Labs","398.45",".106","","25","ChemSpider Predicted/ ACDS Labs","","","","","","","","","","","","27.4","","","","","88","Predicted from DCN","20.69","Measured","NREL IQT dataYanowitz, J., M.A. Ratcliff, R.L. McCormick, J.D. Taylor, and M.J. Murphy. 2017. Compendium of Experimental Cetane Numbers. Golden, CO: National Renewable Energy Laboratory. Report no. NREL/TP-5400-67585","4700","","Measured","25","Barton 1984","15.87","4.13","8.87","TCI 100mL: $162","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pure Compounds","589559","","","","","","","","","","","","","","","","","","","","4-heptanol","IUPAC Name:	4-heptanolIUPAC Name:	4-heptanolIUPAC Name:	4-heptanolIUPAC Name:	4-heptanol","alcohol","","","ChemSpider Predicted/ ACD Labs","No issues predicted","","","","","","","","",""
"476BB18F-C1D2-4F5A-8A26-B13162371D8F","4-Heptanone","114.19","C7H14O","123-19-3","Dipropyl ketone, Butyrone","","","48","Measured","430","","3730","3","No serious warnings","-33","Measured","Scifinder","145","Measured","Scifinder",".8212","g/cm3","15","Scifinder","Measured","","","","","38.1","","","ACD labs predicted, Chemspider","333.65","0.7","","20","Pubchem","","","","","","","","","","","","25.2","25","","89.1","NREL, March 2016 JCE-4-42309-01, WO #56","86.6","NREL, March 2016 JCE-4-42309-01, WO #56","","","","3190","","Measured","25","Pubchem, Yalkowsky 1992","15.8","7.6","4.9","Sigma, 1Kg: $245","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pure Compounds","123193","","","","","","","","","","","","","","","","","","","","4-Heptanone","IUPAC Name:	4-HeptanoneIUPAC Name:	4-HeptanoneIUPAC Name:	4-HeptanoneIUPAC Name:	4-Heptanone","ketone","","","Pubchem","No issues predicted","","","","","","","","",""
"C8E70883-AFA1-411F-9E97-CC2C5AA0BE36","4-methyl-2-methoxy-phenol","138.16","C8H10O2","93-51-6","4-methyl guaiacol, creosol","","","99","Measured","","","740","2","No serious warnings","5.5","measured","Scifinder","221","measured","Scifinder","1.092","g/cm3","25","Scifinder","measured","","","","","47.5","","","Predicted ACD labs Chemspider","343.80","0.013","","25","Predicted ACD labs Chemspider","","","","","","","","","","","","37.3","","","","","","","19.8","Measured","McCormick, R.L.; Ratcliff, M.A.; Christensen, E.; Fouts, L.; Luecke, J.; Chupka, G.M.;  Yanowitz, J.; Tian, M.; Boot, M. (2015). ""Properties of Oxygenates Found in Upgraded Biomass Pyrolysis Oil as Components of Spark and Compression Ignition Engine Fuels."" Energy Fuels (29:4); pp. 2453–2461.  http://dx.doi.org/10.1021/ef502893g","","","","","","","","","Sigma, 1Kg: $304.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pure Compounds","93516","","","","","","","","","","","","","","","","","","","","4-methyl-2-methoxy-phenol","IUPAC Name:	4-methyl-2-methoxy-phenolIUPAC Name:	4-methyl-2-methoxy-phenolIUPAC Name:	4-methyl-2-methoxy-phenolIUPAC Name:	4-methyl-2-methoxy-phenol","aromatic alcohol ether","","","Predicted ACD labs Chemspider","","","","","","","","","",""
"C935506C-E459-4427-AFD0-F8DD2B4CC22F","4Z-octene (cis)","112.21","C8H16","7642-15-1","","","","21.1","Predicted","","","","2","No serious warnings","-118.7","Measured","Scifinder","122.5","Measured","Scifinder",".7186","g/cm3","20","Scifinder","measured","","","","","34.4","","","ChemSpider Predicted/ ACD Labs","306.56","2.39","","25","ChemSpider Predicted/ ACD Labs","","","","","","","","","","","","23","","","50.5","Predicted Ind. Eng. Chem. Res. 2003, 42, 657-662","64.8","Predicted Ind. Eng. Chem. Res. 2003, 42, 657-662","40.7","Predicted","Dahmen and Marquardt Energy Fuels 2015, 29, 5781 5801","10.69","","Predicted","25","EPI Suite","15.77","1.41","2.6","cis: alfa aesar: 50g: $451, trans, Sigma, 25g: $394","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pure Compounds","7642151","","","","","","","","","","","","","","","","","","","","4Z-octene (cis)","IUPAC Name:	4Z-octene (cis)IUPAC Name:	4Z-octene (cis)IUPAC Name:	4Z-octene (cis)IUPAC Name:	4Z-octene (cis)","alkene","","","Predicted ACD labs ChemSpider","No issues predicted","","","","","","","","",""
"3B0B5555-B7ED-4C1D-B650-E7830D279943","4E-octene (trans)","112.21","C8H16","14850-23-8","","0.9","","21.0","Measured","","","","1","Aspiration","-93.8","Measured","Scifinder","122.3","Measured","Scifinder",".7165","g/cm3","20","Scifinder","Measured","","","","","34.4","","","ChemSpider Predicted/ ACD Labs, cis isomer","306.56","4.1","","38","Sigma Aldrich","","","","","","","","","","","","23","","","74","API Report","73","API Report","","","","10.69","","Predicted","25","ChemSpider/ EPI Suite, based on cis isomer","15.77","1.41","2.6","Sigma Aldrich, technical grade, 25g $157.50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pure Compounds","14850238","","","","","","","","","","","","","","","","","","","","4E-octene (trans)","IUPAC Name:	4E-octene (trans)IUPAC Name:	4E-octene (trans)IUPAC Name:	4E-octene (trans)IUPAC Name:	4E-octene (trans)","alkene","","","ChemSpider Predicted/ ACD Labs, based on cis isomer","No issues predicted","","","","","","","","",""
"6227719C-E13A-46BC-A78E-63736EAFFC32","4-(1-propen-1-yl)-2,6-dimethoxy-phenol","194.23","C11H14O3","6635-22-9","4-propenyl syringol","","","","","","","","","No information available","82.9","Predicted","EPI Suite Chemspider","302","Predicted","107C Scifinder @ 0.05 torr, 302C predicted","1.098","g/cm3","20","Scifinder","predicted","","","","","56.8","","","Predicted ACD labs Chemspider","292.44","0.09","","25","Predicted ACD labs Chemspider","","","","","","","","","","","","37.8","","","","","","","","","","358.8","","Predicted","25","EPI Suite Chemspider","","","","Arch Bioscience, request quote","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pure Compounds","6635229","","","","","","","","","","","","","","","","","","","","4-(1-propen-1-yl)-2,6-dimethoxy-phenol","IUPAC Name:	4-(1-propen-1-yl)-2,6-dimethoxy-phenolIUPAC Name:	4-(1-propen-1-yl)-2,6-dimethoxy-phenolIUPAC Name:	4-(1-propen-1-yl)-2,6-dimethoxy-phenolIUPAC Name:	4-(1-propen-1-yl)-2,6-dimethoxy-phenol","aromatic alcohol ether","","","Predicted ACD labs Chemspider","","","","","","","","","",""
"688D827C-6A13-46A1-AB3C-264D97699650","4-ethenyl-phenol","120.15","C8H8O","2628-17-3","4-vinyl phenol","","","100","Measured","","","","1","eye damage","73.5","measured","Scifinder","209","Predicted","149 C Scifinder @ 20 torr, predicted EPI suite","1.055","g/cm3","20","Scifinder","predicted","","","","","46.0","","","Predicted ACD labs Chemspider","382.85","0.027","","25","Predicted ACD labs Chemspider","","","","","","","","","","","","40.6","","","","","","","","","","3302","","Predicted","25","EPI Suite Chemspider","","","","CarboSynth, 25g: $337.50 (most places sell as a 10% solution)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pure Compounds","2628173","","","","","","","","","","","","","","","","","","","","4-ethenyl-phenol","IUPAC Name:	4-ethenyl-phenolIUPAC Name:	4-ethenyl-phenolIUPAC Name:	4-ethenyl-phenolIUPAC Name:	4-ethenyl-phenol","aromatic alcohol alkene","","","Predicted ACD labs Chemspider","","","","","","","","","",""
"F41315DE-D866-49D5-928C-D67B0A3A10AE","4-ethenyl-2,6-dimethoxy-phenol","180.2","C10H12O3","28343-22-8","4-vinylsyringol","","","126.4","Predicted","","","","","No serious warnings","71.7","Predicted","EPI Suite Chemspider","281.2","predicted","EPI Suite Chemspider","1.113","g/cm3","20","Scifinder","predicted","","","","","54.6","","","Predicted ACD labs Chemspider","303.00","0.08","","25","Predicted ACD labs Chemspider","","","","","","","","","","","","37.6","","","","","","","","","","947.8","","Predicted","25","EPI Suite Chemspider","","","","Aurum Pharmtech, 1g: $1007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pure Compounds","28343228","","","","","","","","","","","","","","","","","","","","4-ethenyl-2,6-dimethoxy-phenol","IUPAC Name:	4-ethenyl-2,6-dimethoxy-phenolIUPAC Name:	4-ethenyl-2,6-dimethoxy-phenolIUPAC Name:	4-ethenyl-2,6-dimethoxy-phenolIUPAC Name:	4-ethenyl-2,6-dimethoxy-phenol","aromatic alcohol ether","","","Predicted ACD labs Chemspider","","","","","","","","","",""
"5893D584-FCF1-4440-A7FD-769622D9A51B","5- Nonanone","142.24","C9H18O","502-56-7","","","","61","Measured","","No","","3","No serious warnings","-5.9","measured","Scifinder","188.4","measured","Scifinder",".8217","g/cm3","20","Scifinder","measured","","","","","42.6","","","ACD labs predicted, Chemspider","299.49","0.07","","25","Pub Chem","","","","","","","","","","","","26.5","","","","","","","42.2","Predicted","Dahmen and Marquardt Energy Fuels 2015, 29, 5781 5801","363","","Measured","30","Yalkowsky, 1992","16","7.7","4.4","Sigma, 25g: $67.50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pure Compounds","502567","","","","","","","","","","","","","","","","","","","","5- Nonanone","IUPAC Name:	5- NonanoneIUPAC Name:	5- NonanoneIUPAC Name:	5- NonanoneIUPAC Name:	5- Nonanone","ketone","","","ACD labs predicted, Chemspider","No issues predicted","","","","","","","","",""
"6F234FA1-EB44-4285-BCCD-49DA42483BA8","1-ethyl-5,5-dimethyl cyclopentadiene ","122.21","C9H14","496862-86-3","","","","","","","","","","No information available","","","No MP data available","141.7","predicted","Scifinder",".818","g/cm3","20","Scifinder","predicted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No commerical soources, refs available but no synthetic routes listed in Scifinder","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pure Compounds","496862863","","","","","","","","","","","","","","","","","","","","1-ethyl-5,5-dimethyl cyclopentadiene ","IUPAC Name:	1-ethyl-5,5-dimethyl cyclopentadiene IUPAC Name:	1-ethyl-5,5-dimethyl cyclopentadiene IUPAC Name:	1-ethyl-5,5-dimethyl cyclopentadiene IUPAC Name:	1-ethyl-5,5-dimethyl cyclopentadiene ","alkene","","","","","","","","","","","","",""
"E3FD3F98-6620-4532-B07B-B98300BCA8A7","5-hydroxymethyl-2-furancarboxaldehyde","126.11","C6H6O3","67-47-0","5-hydroxymethylfurfural","","","79","Measured","","","2500","2","No serious warnings","31.5","measured","Scifinder","115","measured","Scifinder","1.29","g/cm3","20","Scifinder","predicted","","","","","56.1","","","Predicted ACD labs Chemspider","444.85","0.079","","25","Predicted ACD labs Chemspider","","","","","","","","","","","","50.0","","","","","","","","","","364300","","Predicted","25","EPI Suite Chemspider","","","","Sigma, 100g: $946","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pure Compounds","67470","","","","","","","","","","","","","","","","","","","","5-hydroxymethyl-2-furancarboxaldehyde","IUPAC Name:	5-hydroxymethyl-2-furancarboxaldehydeIUPAC Name:	5-hydroxymethyl-2-furancarboxaldehydeIUPAC Name:	5-hydroxymethyl-2-furancarboxaldehydeIUPAC Name:	5-hydroxymethyl-2-furancarboxaldehyde","aldehyde alcohol furan","","","Predicted ACD labs Chemspider","","","","","","","","","",""
